B	UkrainianVoicesApp/App/ContentView.swift	2238	Перейдіть до Універсальний доступ.
B	UkrainianVoicesApp/App/ContentView.swift	2239	Відкрийте VoiceOver.
B	UkrainianVoicesApp/App/ContentView.swift	2240	Відкрийте налаштування голосу або мовлення VoiceOver.
B	UkrainianVoicesApp/App/ContentView.swift	2241	Додайте українську мову або виберіть український голос.
B	UkrainianVoicesApp/App/ContentView.swift	2242	Виберіть Anatol, Marianna, Natalia або Volodymyr.
B	UkrainianVoicesApp/App/ContentView.swift	2273	Крок \(index + 1): \(item)
B	UkrainianVoicesApp/App/ContentView.swift	2284	Версія \(version), збірка \(build)
B	UkrainianVoicesApp/App/ContentView.swift	2412	Зробити голос \(voice.displayName) доступним
B	UkrainianVoicesApp/App/ContentView.swift	2423	Вибирає готовий множник темпу для голосу \(voice.displayName). Нормально не змінює системну швидкість VoiceOver.
B	UkrainianVoicesApp/App/ContentView.swift	2426	Детальний множник
B	UkrainianVoicesApp/App/ContentView.swift	2431	Точно налаштовує множник темпу для голосу \(voice.displayName). 1.0x не змінює системну швидкість VoiceOver.
B	UkrainianVoicesApp/App/ContentView.swift	2439	Встановлює паузу після крапки, коми, знаку оклику та знаку питання для голосу \(voice.displayName).
B	UkrainianVoicesApp/App/ContentView.swift	2442	Проміжок між словами
B	UkrainianVoicesApp/App/ContentView.swift	2446	\(Int(settings.wordGap)) мс
B	UkrainianVoicesApp/App/ContentView.swift	2447	Додає проміжок між словами для голосу \(voice.displayName).
B	UkrainianVoicesApp/App/ContentView.swift	2456	Прослухати голос \(voice.displayName)
